sample_name	resistance_type	rpm_sum	n_gene_families	SubjectID	Location	SampleType	SampleCollectionWeek
ZJH_N47_1_2	acquired	597.352907	37	ZJH_N47	ZCH	Axilla	Week.1
ZJH_N47_1_2	unknown	24.178705	7	ZJH_N47	ZCH	Axilla	Week.1
ZJH_N47_1_3	intrinsic	0.0	0	ZJH_N47	ZCH	Groin	Week.1
ZJH_N47_1_3	acquired	0.0	0	ZJH_N47	ZCH	Groin	Week.1
ZJH_N47_1_3	unknown	0.0	0	ZJH_N47	ZCH	Groin	Week.1
ZJH_N47_1_4	intrinsic	0.0	0	ZJH_N47	ZCH	Stool	Week.1
ZJH_N47_1_4	acquired	0.0	0	ZJH_N47	ZCH	Stool	Week.1
ZJH_N47_1_4	unknown	0.0	0	ZJH_N47	ZCH	Stool	Week.1
ZJH_N47_2_2	intrinsic	9.71511	1	ZJH_N47	ZCH	Axilla	Week.3
ZJH_N47_2_2	acquired	839.923661	39	ZJH_N47	ZCH	Axilla	Week.3
ZJH_N47_2_2	unknown	11.345386	6	ZJH_N47	ZCH	Axilla	Week.3
ZJH_N47_2_3	intrinsic	0.0	0	ZJH_N47	ZCH	Groin	Week.3
ZJH_N47_2_3	acquired	33.028858	3	ZJH_N47	ZCH	Groin	Week.3
ZJH_N47_2_3	unknown	4.545842	4	ZJH_N47	ZCH	Groin	Week.3
ZJH_N47_2_4	intrinsic	0.0	0	ZJH_N47	ZCH	Stool	Week.3
ZJH_N47_2_4	acquired	0.0	0	ZJH_N47	ZCH	Stool	Week.3
ZJH_N47_2_4	unknown	0.0	0	ZJH_N47	ZCH	Stool	Week.3
ZJH_N48_1_3	intrinsic	0.0	0	ZJH_N48	ZCH	Groin	Week.1
ZJH_N48_1_3	acquired	1836.231358	38	ZJH_N48	ZCH	Groin	Week.1
ZJH_N48_1_3	unknown	165.294767	7	ZJH_N48	ZCH	Groin	Week.1
ZJH_N48_1_4	intrinsic	0.0	0	ZJH_N48	ZCH	Stool	Week.1
ZJH_N48_1_4	acquired	295.279253	34	ZJH_N48	ZCH	Stool	Week.1
ZJH_N48_1_4	unknown	17.991132999999998	7	ZJH_N48	ZCH	Stool	Week.1
ZJH_N48_2_2	intrinsic	8.5181	1	ZJH_N48	ZCH	Axilla	Week.3
ZJH_N48_2_2	acquired	741.261366	29	ZJH_N48	ZCH	Axilla	Week.3
ZJH_N48_2_2	unknown	43.09626	3	ZJH_N48	ZCH	Axilla	Week.3
ZJH_N48_2_4	intrinsic	0.485443	1	ZJH_N48	ZCH	Stool	Week.3
ZJH_N48_2_4	acquired	4494.95212	52	ZJH_N48	ZCH	Stool	Week.3
ZJH_N48_2_4	unknown	197.101296	9	ZJH_N48	ZCH	Stool	Week.3
ZJH_N49_1_2	intrinsic	0.0	0	ZJH_N49	ZCH	Axilla	Week.1
ZJH_N49_1_2	acquired	1850.145691	28	ZJH_N49	ZCH	Axilla	Week.1
ZJH_N49_1_2	unknown	28.02473	5	ZJH_N49	ZCH	Axilla	Week.1
ZJH_N49_1_3	intrinsic	0.0	0	ZJH_N49	ZCH	Groin	Week.1
ZJH_N49_1_3	acquired	0.0	0	ZJH_N49	ZCH	Groin	Week.1
ZJH_N49_1_3	unknown	0.0	0	ZJH_N49	ZCH	Groin	Week.1
ZJH_N49_1_4	intrinsic	0.0	0	ZJH_N49	ZCH	Stool	Week.1
ZJH_N49_1_4	acquired	0.0	0	ZJH_N49	ZCH	Stool	Week.1
ZJH_N49_1_4	unknown	0.0	0	ZJH_N49	ZCH	Stool	Week.1
ZJH_N49_2_2	intrinsic	0.0	0	ZJH_N49	ZCH	Axilla	Week.3
ZJH_N49_2_2	acquired	347.13433	12	ZJH_N49	ZCH	Axilla	Week.3
ZJH_N49_2_2	unknown	12.236131	5	ZJH_N49	ZCH	Axilla	Week.3
ZJH_N49_2_4	intrinsic	1186.64229	14	ZJH_N49	ZCH	Stool	Week.3
ZJH_N49_2_4	acquired	2880.535728	31	ZJH_N49	ZCH	Stool	Week.3
ZJH_N49_2_4	unknown	1468.06607	29	ZJH_N49	ZCH	Stool	Week.3
ZJH_N50_1_2	intrinsic	0.0	0	ZJH_N50	ZCH	Axilla	Week.1
ZJH_N50_1_2	acquired	46.907455	5	ZJH_N50	ZCH	Axilla	Week.1
ZJH_N50_1_2	unknown	0.0	0	ZJH_N50	ZCH	Axilla	Week.1
ZJH_N50_1_3	intrinsic	1572.7513	11	ZJH_N50	ZCH	Groin	Week.1
ZJH_N50_1_3	acquired	27083.46204	54	ZJH_N50	ZCH	Groin	Week.1
ZJH_N50_1_3	unknown	647.09748	5	ZJH_N50	ZCH	Groin	Week.1
ZJH_N50_1_4	intrinsic	1396.4423	13	ZJH_N50	ZCH	Stool	Week.1
ZJH_N50_1_4	acquired	24810.41736	47	ZJH_N50	ZCH	Stool	Week.1
ZJH_N50_1_4	unknown	503.5887	6	ZJH_N50	ZCH	Stool	Week.1
ZJH_N50_2_2	intrinsic	15.256301	6	ZJH_N50	ZCH	Axilla	Week.3
ZJH_N50_2_2	acquired	1377.755105	48	ZJH_N50	ZCH	Axilla	Week.3
ZJH_N50_2_2	unknown	48.542801999999995	8	ZJH_N50	ZCH	Axilla	Week.3
ZJH_N50_2_3	intrinsic	379.48104	12	ZJH_N50	ZCH	Groin	Week.3
ZJH_N50_2_3	acquired	8736.868307	88	ZJH_N50	ZCH	Groin	Week.3
ZJH_N50_2_3	unknown	215.700178	14	ZJH_N50	ZCH	Groin	Week.3
ZJH_N50_2_4	intrinsic	1244.7733	13	ZJH_N50	ZCH	Stool	Week.3
ZJH_N50_2_4	acquired	13265.860823	72	ZJH_N50	ZCH	Stool	Week.3
ZJH_N50_2_4	unknown	448.26993999999996	6	ZJH_N50	ZCH	Stool	Week.3
ZJH_N51_1_2	intrinsic	3.1219	1	ZJH_N51	ZCH	Axilla	Week.1
ZJH_N51_1_2	acquired	1751.132194	37	ZJH_N51	ZCH	Axilla	Week.1
ZJH_N51_1_2	unknown	6.396098	4	ZJH_N51	ZCH	Axilla	Week.1
ZJH_N51_1_3	intrinsic	1850.0378	13	ZJH_N51	ZCH	Groin	Week.1
ZJH_N51_1_3	acquired	27015.599692	50	ZJH_N51	ZCH	Groin	Week.1
ZJH_N51_1_3	unknown	655.47748	6	ZJH_N51	ZCH	Groin	Week.1
ZJH_N51_1_4	intrinsic	1528.4119	13	ZJH_N51	ZCH	Stool	Week.1
ZJH_N51_1_4	acquired	29181.144109	46	ZJH_N51	ZCH	Stool	Week.1
ZJH_N51_1_4	unknown	559.59798	6	ZJH_N51	ZCH	Stool	Week.1
ZJH_N51_2_3	intrinsic	119.106807	14	ZJH_N51	ZCH	Groin	Week.3
ZJH_N51_2_3	acquired	6430.727853	73	ZJH_N51	ZCH	Groin	Week.3
ZJH_N51_2_3	unknown	39.246707	9	ZJH_N51	ZCH	Groin	Week.3
ZJH_N51_2_4	intrinsic	2011.87908	16	ZJH_N51	ZCH	Stool	Week.3
ZJH_N51_2_4	acquired	15186.890478	57	ZJH_N51	ZCH	Stool	Week.3
ZJH_N51_2_4	unknown	721.349596	10	ZJH_N51	ZCH	Stool	Week.3
ZJH_N52_1_2	intrinsic	0.0	0	ZJH_N52	ZCH	Axilla	Week.1
ZJH_N52_1_2	acquired	6.5964860000000005	5	ZJH_N52	ZCH	Axilla	Week.1
ZJH_N52_1_2	unknown	0.0	0	ZJH_N52	ZCH	Axilla	Week.1
ZJH_N52_1_3	intrinsic	0.0	0	ZJH_N52	ZCH	Groin	Week.1
ZJH_N52_1_3	acquired	0.0	0	ZJH_N52	ZCH	Groin	Week.1
ZJH_N52_1_3	unknown	0.0	0	ZJH_N52	ZCH	Groin	Week.1
ZJH_N52_1_4	intrinsic	269.3302	2	ZJH_N52	ZCH	Stool	Week.1
ZJH_N52_1_4	acquired	10759.79056	47	ZJH_N52	ZCH	Stool	Week.1
ZJH_N52_1_4	unknown	1547.22433	24	ZJH_N52	ZCH	Stool	Week.1
ZJH_N52_2_2	intrinsic	38.236	1	ZJH_N52	ZCH	Axilla	Week.3
ZJH_N52_2_2	acquired	6096.71193	39	ZJH_N52	ZCH	Axilla	Week.3
ZJH_N52_2_2	unknown	263.10666000000003	7	ZJH_N52	ZCH	Axilla	Week.3
ZJH_N52_2_3	intrinsic	1.21652	1	ZJH_N52	ZCH	Groin	Week.3
ZJH_N52_2_3	acquired	206.783865	26	ZJH_N52	ZCH	Groin	Week.3
ZJH_N52_2_3	unknown	12.212869600000001	4	ZJH_N52	ZCH	Groin	Week.3
ZJH_N52_2_4	intrinsic	2.27459	1	ZJH_N52	ZCH	Stool	Week.3
ZJH_N52_2_4	acquired	1897.542079	44	ZJH_N52	ZCH	Stool	Week.3
ZJH_N52_2_4	unknown	241.291404	9	ZJH_N52	ZCH	Stool	Week.3
ZJH_N53_1_4	intrinsic	0.0	0	ZJH_N53	ZCH	Stool	Week.1
ZJH_N53_1_4	acquired	1801.499732	34	ZJH_N53	ZCH	Stool	Week.1
ZJH_N53_1_4	unknown	294.35594	7	ZJH_N53	ZCH	Stool	Week.1
ZJH_N53_2_2	intrinsic	729.65779	12	ZJH_N53	ZCH	Axilla	Week.3
ZJH_N53_2_2	acquired	7180.170099	70	ZJH_N53	ZCH	Axilla	Week.3
ZJH_N53_2_2	unknown	306.17382	11	ZJH_N53	ZCH	Axilla	Week.3
ZJH_N53_2_3	intrinsic	625.424	11	ZJH_N53	ZCH	Groin	Week.3
ZJH_N53_2_3	acquired	7747.580037	74	ZJH_N53	ZCH	Groin	Week.3
ZJH_N53_2_3	unknown	294.74313	10	ZJH_N53	ZCH	Groin	Week.3
ZJH_N53_2_4	intrinsic	1594.0697	14	ZJH_N53	ZCH	Stool	Week.3
ZJH_N53_2_4	acquired	13308.729863	80	ZJH_N53	ZCH	Stool	Week.3
ZJH_N53_2_4	unknown	522.96025	8	ZJH_N53	ZCH	Stool	Week.3
ZJH_N54_1_2	intrinsic	0.0	0	ZJH_N54	ZCH	Axilla	Week.1
ZJH_N54_1_2	acquired	8157.48418	26	ZJH_N54	ZCH	Axilla	Week.1
ZJH_N54_1_2	unknown	126.44033999999999	3	ZJH_N54	ZCH	Axilla	Week.1
ZJH_N54_1_3	intrinsic	0.0	0	ZJH_N54	ZCH	Groin	Week.1
ZJH_N54_1_3	acquired	9347.874357	21	ZJH_N54	ZCH	Groin	Week.1
ZJH_N54_1_3	unknown	11.05702	4	ZJH_N54	ZCH	Groin	Week.1
ZJH_N54_1_4	intrinsic	0.0	0	ZJH_N54	ZCH	Stool	Week.1
ZJH_N54_1_4	acquired	42.187043	17	ZJH_N54	ZCH	Stool	Week.1
ZJH_N54_1_4	unknown	12.990737	4	ZJH_N54	ZCH	Stool	Week.1
ZJH_N54_2_2	intrinsic	0.0	0	ZJH_N54	ZCH	Axilla	Week.3
ZJH_N54_2_2	acquired	1081.47264	28	ZJH_N54	ZCH	Axilla	Week.3
ZJH_N54_2_2	unknown	21.87794	5	ZJH_N54	ZCH	Axilla	Week.3
ZJH_N54_2_3	intrinsic	0.0	0	ZJH_N54	ZCH	Groin	Week.3
ZJH_N54_2_3	acquired	136.284016	16	ZJH_N54	ZCH	Groin	Week.3
ZJH_N54_2_3	unknown	22.96664	2	ZJH_N54	ZCH	Groin	Week.3
ZJH_N54_2_4	intrinsic	1.26258	1	ZJH_N54	ZCH	Stool	Week.3
ZJH_N54_2_4	acquired	1855.643463	40	ZJH_N54	ZCH	Stool	Week.3
ZJH_N54_2_4	unknown	257.8212322	9	ZJH_N54	ZCH	Stool	Week.3
ZJH_N55_1_2	intrinsic	0.0	0	ZJH_N55	ZCH	Axilla	Week.1
ZJH_N55_1_2	acquired	81.21406999999999	4	ZJH_N55	ZCH	Axilla	Week.1
ZJH_N55_1_2	unknown	0.0	0	ZJH_N55	ZCH	Axilla	Week.1
ZJH_N55_1_3	intrinsic	0.864268	1	ZJH_N55	ZCH	Groin	Week.1
ZJH_N55_1_3	acquired	1060.78222	12	ZJH_N55	ZCH	Groin	Week.1
ZJH_N55_1_3	unknown	32.87822	3	ZJH_N55	ZCH	Groin	Week.1
ZJH_N55_1_4	intrinsic	0.0	0	ZJH_N55	ZCH	Stool	Week.1
ZJH_N55_1_4	acquired	2635.936425	20	ZJH_N55	ZCH	Stool	Week.1
ZJH_N55_1_4	unknown	125.4254	3	ZJH_N55	ZCH	Stool	Week.1
ZJH_N55_2_2	intrinsic	0.980596	1	ZJH_N55	ZCH	Axilla	Week.3
ZJH_N55_2_2	acquired	1027.601288	32	ZJH_N55	ZCH	Axilla	Week.3
ZJH_N55_2_2	unknown	42.355411	3	ZJH_N55	ZCH	Axilla	Week.3
ZJH_N55_2_3	intrinsic	26.663722	9	ZJH_N55	ZCH	Groin	Week.3
ZJH_N55_2_3	acquired	185.579494	26	ZJH_N55	ZCH	Groin	Week.3
ZJH_N55_2_3	unknown	38.29416	19	ZJH_N55	ZCH	Groin	Week.3
ZJH_N55_2_4	intrinsic	2120.7032	17	ZJH_N55	ZCH	Stool	Week.3
ZJH_N55_2_4	acquired	24072.404685	92	ZJH_N55	ZCH	Stool	Week.3
ZJH_N55_2_4	unknown	2706.830817	55	ZJH_N55	ZCH	Stool	Week.3
ZJH_N56_1_2	intrinsic	0.0	0	ZJH_N56	ZCH	Axilla	Week.1
ZJH_N56_1_2	acquired	32.923230000000004	3	ZJH_N56	ZCH	Axilla	Week.1
ZJH_N56_1_2	unknown	6.20988	2	ZJH_N56	ZCH	Axilla	Week.1
ZJH_N56_1_3	intrinsic	0.0	0	ZJH_N56	ZCH	Groin	Week.1
ZJH_N56_1_3	acquired	0.0	0	ZJH_N56	ZCH	Groin	Week.1
ZJH_N56_1_3	unknown	0.0	0	ZJH_N56	ZCH	Groin	Week.1
ZJH_N56_1_4	intrinsic	0.0	0	ZJH_N56	ZCH	Stool	Week.1
ZJH_N56_1_4	acquired	0.0	0	ZJH_N56	ZCH	Stool	Week.1
ZJH_N56_1_4	unknown	0.0	0	ZJH_N56	ZCH	Stool	Week.1
ZJH_N56_2_2	intrinsic	41.8173	1	ZJH_N56	ZCH	Axilla	Week.3
ZJH_N56_2_2	acquired	7395.995457999999	42	ZJH_N56	ZCH	Axilla	Week.3
ZJH_N56_2_2	unknown	1261.17696	7	ZJH_N56	ZCH	Axilla	Week.3
ZJH_N56_2_3	intrinsic	11.814973	5	ZJH_N56	ZCH	Groin	Week.3
ZJH_N56_2_3	acquired	13.636768	9	ZJH_N56	ZCH	Groin	Week.3
ZJH_N56_2_3	unknown	5.009995	2	ZJH_N56	ZCH	Groin	Week.3
ZJH_N56_2_4	intrinsic	814.84355	16	ZJH_N56	ZCH	Stool	Week.3
ZJH_N56_2_4	acquired	3218.035725	65	ZJH_N56	ZCH	Stool	Week.3
ZJH_N56_2_4	unknown	814.206685	46	ZJH_N56	ZCH	Stool	Week.3
ZJH_N57_1_2	intrinsic	2.15969	1	ZJH_N57	ZCH	Axilla	Week.1
ZJH_N57_1_2	acquired	250.443674	19	ZJH_N57	ZCH	Axilla	Week.1
ZJH_N57_1_2	unknown	23.596605	5	ZJH_N57	ZCH	Axilla	Week.1
ZJH_N57_1_3	intrinsic	0.0	0	ZJH_N57	ZCH	Groin	Week.1
ZJH_N57_1_3	acquired	0.938973	1	ZJH_N57	ZCH	Groin	Week.1
ZJH_N57_1_3	unknown	0.9389730000000001	2	ZJH_N57	ZCH	Groin	Week.1
ZJH_N57_1_4	intrinsic	2376.714619	17	ZJH_N57	ZCH	Stool	Week.1
ZJH_N57_1_4	acquired	6979.8196689999995	74	ZJH_N57	ZCH	Stool	Week.1
ZJH_N57_1_4	unknown	2145.709526	61	ZJH_N57	ZCH	Stool	Week.1
ZJH_N58_1_2	intrinsic	700.51449	13	ZJH_N58	ZCH	Axilla	Week.1
ZJH_N58_1_2	acquired	2950.31968	38	ZJH_N58	ZCH	Axilla	Week.1
ZJH_N58_1_2	unknown	788.15594	11	ZJH_N58	ZCH	Axilla	Week.1
ZJH_N58_1_3	intrinsic	341.43126	13	ZJH_N58	ZCH	Groin	Week.1
ZJH_N58_1_3	acquired	1351.64038	38	ZJH_N58	ZCH	Groin	Week.1
ZJH_N58_1_3	unknown	431.97752	12	ZJH_N58	ZCH	Groin	Week.1
ZJH_N58_1_4	intrinsic	2767.63848	17	ZJH_N58	ZCH	Stool	Week.1
ZJH_N58_1_4	acquired	8968.10693	62	ZJH_N58	ZCH	Stool	Week.1
ZJH_N58_1_4	unknown	2534.134141	57	ZJH_N58	ZCH	Stool	Week.1
ZJH_N58_2_2	intrinsic	0.0	0	ZJH_N58	ZCH	Axilla	Week.3
ZJH_N58_2_2	acquired	139.45312	11	ZJH_N58	ZCH	Axilla	Week.3
ZJH_N58_2_2	unknown	0.0	0	ZJH_N58	ZCH	Axilla	Week.3
ZJH_N58_2_3	intrinsic	596.415969	16	ZJH_N58	ZCH	Groin	Week.3
ZJH_N58_2_3	acquired	1340.068343	47	ZJH_N58	ZCH	Groin	Week.3
ZJH_N58_2_3	unknown	534.09425	26	ZJH_N58	ZCH	Groin	Week.3
ZJH_N58_2_4	intrinsic	1332.326248	16	ZJH_N58	ZCH	Stool	Week.3
ZJH_N58_2_4	acquired	4856.660045	70	ZJH_N58	ZCH	Stool	Week.3
ZJH_N58_2_4	unknown	1384.829288	45	ZJH_N58	ZCH	Stool	Week.3
ZJH_N59_1_2	intrinsic	0.0	0	ZJH_N59	ZCH	Axilla	Week.1
ZJH_N59_1_2	acquired	13.2114	5	ZJH_N59	ZCH	Axilla	Week.1
ZJH_N59_1_2	unknown	0.0	0	ZJH_N59	ZCH	Axilla	Week.1
ZJH_N59_1_3	intrinsic	1604.291459	12	ZJH_N59	ZCH	Groin	Week.1
ZJH_N59_1_3	acquired	10984.417384	43	ZJH_N59	ZCH	Groin	Week.1
ZJH_N59_1_3	unknown	3660.490942	27	ZJH_N59	ZCH	Groin	Week.1
ZJH_N59_1_4	intrinsic	1603.6222	12	ZJH_N59	ZCH	Stool	Week.1
ZJH_N59_1_4	acquired	10894.8292	33	ZJH_N59	ZCH	Stool	Week.1
ZJH_N59_1_4	unknown	3120.1098	23	ZJH_N59	ZCH	Stool	Week.1
ZJH_N59_2_3	intrinsic	569.9763	12	ZJH_N59	ZCH	Groin	Week.3
ZJH_N59_2_3	acquired	3897.2391000000002	52	ZJH_N59	ZCH	Groin	Week.3
ZJH_N59_2_3	unknown	1348.894335	27	ZJH_N59	ZCH	Groin	Week.3
ZJH_N59_2_4	intrinsic	604.2456099999999	11	ZJH_N59	ZCH	Stool	Week.3
ZJH_N59_2_4	acquired	4414.20094	33	ZJH_N59	ZCH	Stool	Week.3
ZJH_N59_2_4	unknown	1295.2299	23	ZJH_N59	ZCH	Stool	Week.3
