gene	n_subjects	week1_mean	week3_mean	log2_fold_change	pvalue	fdr
merT_pI258	39	0.0	1.3936282051282052	3.900749171146323	0.31731050786291415	0.400013778529312
pmrA	39	0.2764358307692308	0.37972575897435895	0.34980595095479006	0.3205121953847627	0.40191211802216276
mtrR	39	0.4357915307692308	0.4623919512820513	0.06990417056138955	0.3313102346622693	0.4132659242892517
entFM	39	0.10150371025641025	0.11833574025641025	0.11574190710309952	0.33947890807294845	0.4212382262475852
tccP2	39	0.013717807692307696	0.09442925641025642	0.7737871309369516	0.3559586988465746	0.43938651888874053
inhA2	39	0.05674164615384615	0.008395021025641025	-0.5320900638558129	0.37544507472938493	0.46103877052261255
ranB	39	0.14638646923076923	0.08053624102564103	-0.4486345557080861	0.3778608888963606	0.4616135601465849
cadR	39	0.07406389487179488	1.1018314	2.7875456317336336	0.3862707203664827	0.46946749090695583
alo	39	0.024810797435897435	0.10457951282051284	0.7129189289263522	0.40081416938293446	0.4846579497130381
mdsA	39	0.22839549999999995	0.2137609230769231	-0.06576867299426593	0.40352838911595756	0.48546308741361394
sek	39	0.29133919487179494	0.09931320256410256	-0.9733823338051197	0.40804420568711997	0.4884165492315527
sec2	39	0.1814268435897436	0.06834325897435899	-0.7413539930161495	0.4204264735837405	0.5007089157756106
ncrA	39	1.1996847846153844	6.9621979102564095	2.441955485886967	0.4317509922062456	0.511624925764401
golS	39	0.27608579487179485	0.5306029358974359	0.7456700713857369	0.4405215911492053	0.5190495424733187
terD	39	2.397453584615384	10.26677883076923	2.053437918290016	0.44328575442126184	0.5190495424733187
nreB	39	0.005920902564102565	0.00413201282051282	-0.024573662824937073	0.4445867389117455	0.5190495424733187
arsP	39	0.6733952076923077	0.5383738743589743	-0.2768042148112483	0.4552017169907462	0.5288372888568963
bont_DC	39	0.0003055974358974359	0.0006733597435897436	0.005279850758116564	0.4652088184521418	0.5378267803568664
mco	39	4.490895582051282	3.906950651282052	-0.19627087697911452	0.47657686086313333	0.5460234469918714
capA	39	0.04899185897435897	0.018724058974358974	-0.327621181701498	0.47690655496758394	0.5460234469918714
selX	39	3.123234128205128	0.9617229999999998	-1.6021015653096664	0.4859749282803689	0.5537310480886896
tir	39	0.07942158461538461	0.1779512743589744	0.6314785381019151	0.4939278649908374	0.5601000191522894
tccP	39	0.008302597435897435	0.1545951641025641	1.233137172575365	0.5097974849608639	0.5753428758844036
espF	39	0.23467133333333332	0.09690949487179489	-0.7652123016668753	0.5123610631887398	0.5754956017807171
adeD	39	0.14472186666666667	0.3897083358974359	1.0007797375470586	0.5666346521781178	0.6334547762557261
espX1	39	0.23972005128205126	9.519480616153848	4.823540722809906	0.581228130412935	0.6467186239805897
adeC	39	0.06581461025641026	0.02770531282051282	-0.3767525856148159	0.5936182407945829	0.6547314328022268
norM-Burk	39	0.005025971794871796	0.003451208717948718	-0.02179563333797702	0.5939546753269146	0.6547314328022268
merR_Bc2	39	0.031018753846153848	0.05403388717948717	0.23347444421606084	0.6120898800892568	0.6715986184312679
cesB	39	0.5890167561538462	1.0578130392307692	0.7487913360520679	0.6240096705041651	0.6815220825321987
splA	39	4.197536858974359	0.9049984102564103	-2.0963167941185747	0.6308719173229826	0.6858561669979215
cnf1	39	0.0019596389743589742	0.008769127692307692	0.09327095961077776	0.6464622026641696	0.6964161001427646
gamma-5	39	0.003612338717948718	0.0024202561538461537	-0.016694744791631796	0.6464622026641696	0.6964161001427646
inl_lmo0610	39	0.005559179487179487	0.004813905128205128	-0.010221917141297596	0.6496440323317323	0.6966770844462468
ibeA	39	0.003628284615384615	0.008702192307692308	0.06896320666456757	0.6858304344516057	0.7321703286713088
hblD	39	0.01164562564102564	0.0038024333333333336	-0.10508646269545091	0.7531523647659145	0.7968621002210792
cadC_Sa	39	0.11746871794871797	0.15948248717948718	0.25482928277937583	0.7531523647659145	0.7968621002210792
tcrB	39	5.223115966666667	3.951310243589743	-0.3938824276240844	0.7878679301393277	0.8298875530800919
mtrA_Ngon	39	0.012293135897435897	0.013789661538461537	0.019099742922345102	0.7959872153886274	0.8347299559606403
seb	39	0.20560259487179486	0.06393124871794872	-0.8985659049082281	0.8446284810712963	0.8818367842021905
ranA	39	1.74516678974359	2.345259153846154	0.406236141830608	0.8522410723089706	0.8858821672685352
inlK	39	0.045962687179487184	0.049537976923076925	0.03491230392315119	0.8600041316346514	0.8875178648096883
nheB	39	0.022996812820512823	0.009529262307692308	-0.16730457400478105	0.8613042569883052	0.8875178648096883
chrA	39	0.00914604358974359	0.006502815384615384	-0.03536826698603234	0.8784817434328712	0.9012994510545043
arsN2	39	0.011045738461538463	0.012383023076923077	0.017270085625357406	0.8886378608950078	0.9077895389315381
merR_Bc1	39	1.6093901794871794	0.3969551538461538	-1.7822941678797743	0.910824985273362	0.9264614657072394
tccC	39	0.0010407905128205126	0.0028047615384615386	0.024969254912385157	0.916511907863894	0.9282620605288157
mepA	39	5.6674537538461545	1.965413066666667	-1.4815041923783556	0.9786178624324676	0.9869465250914674
merB	39	0.004147574358974359	1.0832487179487178	3.5060522150102535	1.0	1.0
splE	39	2.614876756410256	0.5397780435897437	-2.0852433205764993	1.0	1.0
